url	first_seen	portal	title	company	status	location
https://www.druva.com/why-druva/explore/careers/jobs/7892681002/?gh_jid=7892681002	2026-06-24	greenhouse-api	Senior Staff Software Engineer (DataLake)	Druva	added	Pune, Maharashtra, India
https://www.druva.com/why-druva/explore/careers/jobs/8207141002/?gh_jid=8207141002	2026-06-24	greenhouse-api	Senior Staff Software Engineer, Distributed Filesystem	Druva	added	Pune, Maharashtra, India
https://www.druva.com/why-druva/explore/careers/jobs/8192672002/?gh_jid=8192672002	2026-06-24	greenhouse-api	Senior Staff Software Engineer - Engineering Escalations	Druva	added	Pune, Maharashtra, India
https://www.druva.com/why-druva/explore/careers/jobs/8370075002/?gh_jid=8370075002	2026-06-24	greenhouse-api	Senior Staff Software Engineer in Test (DCP)	Druva	added	Pune, Maharashtra, India
https://www.druva.com/why-druva/explore/careers/jobs/8564142002/?gh_jid=8564142002	2026-06-24	greenhouse-api	Staff Software Engineer (AI)	Druva	added	Pune, Maharashtra, India
https://www.druva.com/why-druva/explore/careers/jobs/8308808002/?gh_jid=8308808002	2026-06-24	greenhouse-api	Staff Software Engineer in Test	Druva	added	Pune, Maharashtra, India
https://job-boards.greenhouse.io/postman/jobs/7452531003	2026-06-24	greenhouse-api	Head of AI Platform Engineering	Postman	added	San Francisco, California, United States
https://job-boards.greenhouse.io/postman/jobs/7419694003	2026-06-24	greenhouse-api	Senior Backend Engineer, Cloud Platform	Postman	added	San Francisco, California, United States
https://job-boards.greenhouse.io/postman/jobs/7762102003	2026-06-24	greenhouse-api	Senior Engineer - Fabric Gateway	Postman	added	Bengaluru, Karnataka, India
https://job-boards.greenhouse.io/postman/jobs/7774448003	2026-06-24	greenhouse-api	Senior Engineer, Messaging Platform	Postman	added	Bengaluru, Karnataka, India
https://job-boards.greenhouse.io/postman/jobs/7715478003	2026-06-24	greenhouse-api	Senior Fullstack Software Engineer - (Customer Journey)	Postman	added	San Francisco, California, United States
https://job-boards.greenhouse.io/postman/jobs/7545584003	2026-06-24	greenhouse-api	Senior Software Engineer - Client SDK (UI Platform)	Postman	added	London, UK
https://job-boards.greenhouse.io/postman/jobs/7627390003	2026-06-24	greenhouse-api	Senior Software Engineer, Ecosystem	Postman	added	San Francisco, California, United States
https://job-boards.greenhouse.io/postman/jobs/7767101003	2026-06-24	greenhouse-api	Senior Software Engineer - Fern	Postman	added	New York, New York, United States; San Francisco, California, United States
https://job-boards.greenhouse.io/postman/jobs/7677743003	2026-06-24	greenhouse-api	Senior Software Engineer Manager - Ecosystems	Postman	added	Cupertino, California, United States; San Francisco, California, United States
https://job-boards.greenhouse.io/postman/jobs/7703523003	2026-06-24	greenhouse-api	Senior Software Engineer, Monetization	Postman	added	San Francisco, California, United States
https://job-boards.greenhouse.io/postman/jobs/7539839003	2026-06-24	greenhouse-api	Senior Software Engineer, Postman Insights	Postman	added	San Francisco, California, United States
https://job-boards.greenhouse.io/postman/jobs/7776298003	2026-06-24	greenhouse-api	Software Engineer, Authorization	Postman	added	Hyderabad, Telangana, India
https://job-boards.greenhouse.io/postman/jobs/7704063003	2026-06-24	greenhouse-api	Software Engineer (Fullstack, frontend-heavy), Product Trust	Postman	added	Bengaluru, Karnataka, India
https://job-boards.greenhouse.io/postman/jobs/7687341003	2026-06-24	greenhouse-api	Software Engineer, IAM	Postman	added	Hyderabad, Telangana, India
https://job-boards.greenhouse.io/postman/jobs/7578716003	2026-06-24	greenhouse-api	Staff Software Engineer, Business Platform	Postman	added	San Francisco, California, United States
https://job-boards.greenhouse.io/postman/jobs/7778449003	2026-06-24	greenhouse-api	Staff Software Engineer- Codegen	Postman	added	Austin, Texas, United States
https://job-boards.greenhouse.io/postman/jobs/7767126003	2026-06-24	greenhouse-api	Staff Software Engineer - Fern	Postman	added	New York, New York, United States; San Francisco, California, United States
https://jobs.elastic.co/jobs?gh_jid=7858138&gh_jid=7858138	2026-06-24	greenhouse-api	Elastic AI Engineer	Elastic	added	Canada
https://jobs.elastic.co/jobs?gh_jid=7982102&gh_jid=7982102	2026-06-24	greenhouse-api	Principal Software Developer I - Distributed Systems - Elasticsearch	Elastic	added	Canada
https://jobs.elastic.co/jobs?gh_jid=8002558&gh_jid=8002558	2026-06-24	greenhouse-api	Principal Software Engineer I - Distributed Systems - Elasticsearch	Elastic	added	Ireland
https://jobs.elastic.co/jobs?gh_jid=8020852&gh_jid=8020852	2026-06-24	greenhouse-api	Principal Software Engineer - Search Scaling - Elasticsearch	Elastic	added	United Kingdom
https://jobs.elastic.co/jobs?gh_jid=7903238&gh_jid=7903238	2026-06-24	greenhouse-api	Principal Software Engineer - Vector Search - Elasticsearch	Elastic	added	Canada
https://jobs.elastic.co/jobs?gh_jid=8008485&gh_jid=8008485	2026-06-24	greenhouse-api	Senior Software Engineer - Docs Engineering - Documentation	Elastic	added	Greece
https://jobs.elastic.co/jobs?gh_jid=7699075&gh_jid=7699075	2026-06-24	greenhouse-api	Senior Software Engineer - Vector Search - Elasticsearch	Elastic	added	Canada
https://jobs.elastic.co/jobs?gh_jid=7989431&gh_jid=7989431	2026-06-24	greenhouse-api	Software Engineer II, Frontend - Brazil	Elastic	added	Brazil
https://job-boards.greenhouse.io/gitlab/jobs/8565469002	2026-06-24	greenhouse-api	AI Engineer	GitLab	added	Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8481929002	2026-06-24	greenhouse-api	Backend Engineer, Analytics Instrumentation (Golang)	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8537853002	2026-06-24	greenhouse-api	Distinguished Engineer, Agentic SDLC & Non‑Linear Productivity	GitLab	added	Remote, Canada; Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8497793002	2026-06-24	greenhouse-api	Intermediate Backend Engineer (C), Tenant Scale: Git	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8548545002	2026-06-24	greenhouse-api	Senior AI Engineer	GitLab	added	Remote, US
https://job-boards.greenhouse.io/gitlab/jobs/8324132002	2026-06-24	greenhouse-api	Senior Backend Engineer, Gitlab Delivery: Runway (Platform Engineering)	GitLab	added	Remote, United Kingdom
https://job-boards.greenhouse.io/gitlab/jobs/8488966002	2026-06-24	greenhouse-api	Senior Backend Engineer(Go), Continuous Delivery	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8480580002	2026-06-24	greenhouse-api	Senior Backend Engineer, SSCS: Supply Chain	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8463922002	2026-06-24	greenhouse-api	Staff Backend Engineer, Gitlab Delivery: Upgrades	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8488961002	2026-06-24	greenhouse-api	Staff Backend Engineer (Go), Continuous Delivery	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8448283002	2026-06-24	greenhouse-api	Staff Backend Engineer (Ruby on Rails/AI), Verify	GitLab	added	Remote, United Kingdom
https://job-boards.greenhouse.io/gitlab/jobs/8480559002	2026-06-24	greenhouse-api	Staff Backend Engineer, Software Supply Chain Security	GitLab	added	Remote, India
https://job-boards.greenhouse.io/gitlab/jobs/8480531002	2026-06-24	greenhouse-api	Staff Backend Engineer, SSCS: AI Governance	GitLab	added	Remote, India
https://www.mongodb.com/careers/job/?gh_jid=7727896	2026-06-24	greenhouse-api	Security Software Engineer, Infrastructure Security (Staff or Senior)	MongoDB	added	Austin; New York City; San Francisco; Seattle; United States
https://www.mongodb.com/careers/job/?gh_jid=7942613	2026-06-24	greenhouse-api	Senior Engineer - Business Systems (FP&A)	MongoDB	added	Bengaluru; Gurugram
https://www.mongodb.com/careers/job/?gh_jid=7778978	2026-06-24	greenhouse-api	Senior Engineer - Business Systems (Integrations)	MongoDB	added	Gurugram
https://www.mongodb.com/careers/job/?gh_jid=7616246	2026-06-24	greenhouse-api	Senior Engineering Manager, Code Generation	MongoDB	added	California; Oregon; Washington
https://www.mongodb.com/careers/job/?gh_jid=7723638	2026-06-24	greenhouse-api	Senior Engineering Manager, Storage Execution (RSS)	MongoDB	added	New York
https://www.mongodb.com/careers/job/?gh_jid=7924987	2026-06-24	greenhouse-api	Senior Platform Engineer	MongoDB	added	Gurugram
https://www.mongodb.com/careers/job/?gh_jid=7648922	2026-06-24	greenhouse-api	Senior Software Engineer	MongoDB	added	Georgia
https://www.mongodb.com/careers/job/?gh_jid=7523872	2026-06-24	greenhouse-api	Senior Software Engineer, App Analysis & Modelling	MongoDB	added	Sydney
https://www.mongodb.com/careers/job/?gh_jid=7838287	2026-06-24	greenhouse-api	Senior Software Engineer, Application Migration	MongoDB	added	Sydney
https://www.mongodb.com/careers/job/?gh_jid=7588895	2026-06-24	greenhouse-api	Senior Software Engineer, Atlas Clusters	MongoDB	added	Dublin
https://www.mongodb.com/careers/job/?gh_jid=7736191	2026-06-24	greenhouse-api	Senior Software Engineer, Atlas Clusters Fleet Management	MongoDB	added	New York City
https://www.mongodb.com/careers/job/?gh_jid=7890652	2026-06-24	greenhouse-api	Senior Software Engineer, Atlas Clusters Platform	MongoDB	added	New York City
https://www.mongodb.com/careers/job/?gh_jid=7940512	2026-06-24	greenhouse-api	Senior Software Engineer, Atlas Search Query	MongoDB	added	San Francisco
https://www.mongodb.com/careers/job/?gh_jid=7378959	2026-06-24	greenhouse-api	Senior Software Engineer, C2C Services	MongoDB	added	Dublin
https://www.mongodb.com/careers/job/?gh_jid=7392902	2026-06-24	greenhouse-api	Senior Software Engineer, Forward Deployed AI Engineer	MongoDB	added	Dublin
https://www.mongodb.com/careers/job/?gh_jid=7467701	2026-06-24	greenhouse-api	Senior Software Engineer, Inference Platform	MongoDB	added	Palo Alto
https://www.mongodb.com/careers/job/?gh_jid=7695616	2026-06-24	greenhouse-api	Senior Software Engineer, Observability	MongoDB	added	Dublin
https://www.mongodb.com/careers/job/?gh_jid=7975692	2026-06-24	greenhouse-api	Senior Software Engineer, Public Backup	MongoDB	added	New York City
https://www.mongodb.com/careers/job/?gh_jid=7833626	2026-06-24	greenhouse-api	Senior Software Engineer - Query Integration	MongoDB	added	United States
https://www.mongodb.com/careers/job/?gh_jid=6688529	2026-06-24	greenhouse-api	Senior Software Engineer, Replicated Storage Services	MongoDB	added	Toronto
https://www.mongodb.com/careers/job/?gh_jid=7653008	2026-06-24	greenhouse-api	Senior Software Engineer, Server Networking Security (Rust)	MongoDB	added	Dublin
